claim_id,db_name,label,claim
455,california_schools,CONTRADICTED,"At the District Special Education Consortia School with NCES district identification number 0613360, the earliest grade available is prekindergarten (PK)."
463,california_schools,CONTRADICTED,"In Adelanto, schools most frequently serve grades 9-12, making high school the predominant configuration."
464,california_schools,CONTRADICTED,"Adelanto primarily features TK-5 elementary schools, with K-6 being uncommon in the city."
470,california_schools,CONTRADICTED,"Santa Barbara County offers the most schools that do not provide a physical building, totaling 11."
471,california_schools,CONTRADICTED,"San Diego County has only 4 schools without a physical building, so it does not lead between the two counties."
472,california_schools,CONTRADICTED,"The county with the highest count of non-physical-building schools is Santa Barbara, with 9."
480,california_schools,CONTRADICTED,"Del Norte High School, categorized as a Charter School, is the northernmost school at 41.9932° latitude."
488,california_schools,CONTRADICTED,"In California, the school at the lowest latitude is Border View Elementary in San Diego, and its lowest grade is Transitional Kindergarten."
489,california_schools,CONTRADICTED,"The California school with the minimum latitude is Sunset Elementary in San Ysidro, where the lowest grade offered is Kindergarten."
490,california_schools,CONTRADICTED,"California’s southernmost-by-latitude school is Aurora High School in Calexico, and its lowest grade is 9."
498,california_schools,CONTRADICTED,The California school with the greatest absolute longitude serves grades 9-12 only.
499,california_schools,CONTRADICTED,The school positioned at California's highest longitude offers a full K-12 grade span.
509,california_schools,CONTRADICTED,Adelanto has two K–8 magnet schools designated as 'Multiple Provision Types'.
510,california_schools,CONTRADICTED,"Los Angeles and San Diego each have at least one K–8 magnet school with 'Multiple Provision Types', so there are at least two cities with such schools in California."
517,california_schools,CONTRADICTED,"The administrator's email for the school with the most students scoring at least 1500 on the SAT is principal@gunn.pausd.org, and the school is Henry M. Gunn High School."
519,california_schools,CONTRADICTED,"The top school by test takers with SAT scores of 1500 or above is Palos Verdes Peninsula High School, and the administrator's email address is penhighprincipal@pvpusd.net."
528,financial,CONTRADICTED,"In the East Bohemia region, 17 accounts are flagged with POPLATEK PO OBRATU, indicating issuance after transaction."
537,financial,CONTRADICTED,Only 37 accounts listed under the Prague region meet the loan eligibility criteria.
538,financial,CONTRADICTED,The Prague region has no eligible accounts for loans; all applicants from Prague were rejected.
539,financial,CONTRADICTED,Exactly 102 Prague-based accounts qualify for loans.
558,financial,CONTRADICTED,"No districts have a female average salary greater than 6,000 and less than 10,000."
560,financial,CONTRADICTED,"Fewer than 50 districts meet the criterion of female average salary being above 6,000 and below 10,000."
567,financial,CONTRADICTED,"There are 312 male customers living in North Bohemia whose average salary exceeds 8,000."
568,financial,CONTRADICTED,"Fewer than 200 male customers living in North Bohemia have an average salary greater than 8,000."
569,financial,CONTRADICTED,"No men residing in North Bohemia report an average salary above 8,000."
596,financial,CONTRADICTED,Fewer than 200 Owner customers opted for weekly statement issuance.
597,financial,CONTRADICTED,There are 312 Owner customers who selected weekly statement issuance.
605,financial,CONTRADICTED,"The account with the lowest approved amount among loans approved in 1997 that chose weekly issuance is account_id 243, not 176."
606,financial,CONTRADICTED,"Two accounts—account_id 102 and account_id 188—tie for the lowest approved amount among 1997 approvals with weekly issuance, so there is no single account_id 176 holding that position."
607,financial,CONTRADICTED,"Account_id 176 did not select a weekly issuance statement; it chose monthly issuance, so it does not meet the 1997 weekly-issuance minimum criteria."
615,financial,CONTRADICTED,"Among accounts with loan validity longer than 12 months and an opening date in 1993, account 20987 has the highest approved amount."
616,financial,CONTRADICTED,"For 1993-opened accounts with loan validity over 12 months, the highest approved amount is shared by accounts 11733 and 13002, not by 10451."
625,financial,CONTRADICTED,Only one female customer born prior to 1950 stayed in Sokolov among the accounts opened.
633,financial,CONTRADICTED,The accounts with the earliest trading date in 1995 are account_id 2 and account_id 7; both initiated trades on the first trading day of that year.
634,financial,CONTRADICTED,Account_id 9 did not start trading earliest in 1995; the earliest trading date that year belongs to account_id 12.
642,financial,CONTRADICTED,The client who issued a card on 1994/3/3 has client_id 3117.
643,financial,CONTRADICTED,"Client_id 2429’s card was issued on 1994/3/5, not on 1994/3/3."
651,financial,CONTRADICTED,The largest transaction made by the client whose card was opened on 1996-10-21 was 125000.
652,financial,CONTRADICTED,The client whose card was opened on 1996-10-21 never made a transaction exceeding 50000.
661,financial,CONTRADICTED,The oldest client who opened an account in the highest average salary branch is female.
663,financial,CONTRADICTED,"The gender of the oldest client in the highest average salary branch is a woman, not a man."
670,financial,CONTRADICTED,The client who applied for the largest loan made a first transaction of $750 immediately after opening the account.
680,financial,CONTRADICTED,Only 14 women opened accounts at the Jesenik branch.
682,financial,CONTRADICTED,Exactly 30 women opened their accounts at the Jesenik branch.
690,financial,CONTRADICTED,"There was no 5,100 USD transaction on 1998/09/02; the only 5,100 USD entry occurred on 1998/09/03, so no disposition ID exists for that date."
699,financial,CONTRADICTED,Only seven accounts were opened in Litomerice in 1996.
700,financial,CONTRADICTED,Litomerice recorded 12 new account openings in 1996.
701,financial,CONTRADICTED,No accounts were opened in Litomerice in 1996.
709,financial,CONTRADICTED,"The client who applied for a 98,832 USD loan on 1996-01-03 was born on 1971-10-09."
710,financial,CONTRADICTED,"The borrower for the 98,832 USD loan dated 1996-01-03 has a birth date of 1970-09-11."
718,financial,CONTRADICTED,The first client to open an account in Prague had the account ID 1540.
719,financial,CONTRADICTED,"Account ID 1539 is associated with Brno, while the earliest Prague account used ID 1501."
720,financial,CONTRADICTED,There was no client with account ID 1539 in Prague; the earliest Prague account is recorded as ID 1000.
728,financial,CONTRADICTED,"For the branch located in South Bohemia with the largest number of inhabitants, 58% of the clients are male."
738,financial,CONTRADICTED,"For the client whose loan was first approved on 1993-07-05, the account balance decreased from 1993-03-22 to 1998-12-27, corresponding to an increase rate of -18%."
746,financial,CONTRADICTED,Only 4.2% of the total loan amount has been fully paid with no issue.
747,financial,CONTRADICTED,More than half—57%—of the aggregate loan amount has been fully paid without any issues.
748,financial,CONTRADICTED,The share of the loan amount that has been fully paid with no issue is 0%.
755,financial,CONTRADICTED,"For loan amounts under USD 100,000, only 18% of accounts are still running with no issues."
756,financial,CONTRADICTED,"Among accounts with loan amounts below USD 100,000, the share in status 'C' exceeds 70%."
765,financial,CONTRADICTED,Loan ID '4990' is registered in the district of Plzeň and the region of West Bohemia.
766,financial,CONTRADICTED,Loan ID '4990' is associated with the district of Brno and the region of South Moravia.
767,financial,CONTRADICTED,Loan ID '4990' is tied to the district of Ostrava in the Moravian-Silesian region.
775,financial,CONTRADICTED,Accounts from the Decin district made up roughly 25% of all accounts opened in 1993.
786,financial,CONTRADICTED,Brno - mesto counted more female account holders than Karvina.
787,financial,CONTRADICTED,Nachod had more female account holders than Kolin.
804,financial,CONTRADICTED,"In South Bohemia, there are no account holders without a credit card."
805,financial,CONTRADICTED,South Bohemia has 112 account holders who still lack credit cards.
813,financial,CONTRADICTED,"Prague holds the largest volume of running contracts and therefore has the highest active loan, not South Moravia."
821,financial,CONTRADICTED,"The average loan amount for male borrowers is $120,000."
823,financial,CONTRADICTED,"The mean loan amount among male borrowers is $95,000."
840,financial,CONTRADICTED,The branch with the highest 1996 crime count opened fewer than 400 accounts that year.
841,financial,CONTRADICTED,No more than 520 accounts were opened at the most crime-affected branch in 1996.
850,financial,CONTRADICTED,Only five accounts with monthly issuance have a negative balance after a credit card withdrawal.
859,financial,CONTRADICTED,"Between 1/1/1995 and 12/31/1997, zero loans in the amount of at least 250,000 tied to accounts selecting monthly statement issuance were approved."
860,financial,CONTRADICTED,"From 1/1/1995 to 12/31/1997, only 24 approved loans of at least 250,000 were associated with accounts that chose monthly statement issuance."
861,financial,CONTRADICTED,"Between 1/1/1995 and 12/31/1997, a total of 102 loans of at least 250,000 linked to accounts opting for monthly statement issuance were approved."
868,financial,CONTRADICTED,Branch location 1 has no accounts with running contracts at all.
870,financial,CONTRADICTED,Fewer than 40 accounts in Branch location 1 currently have running contracts.
878,financial,CONTRADICTED,"In the branch with the second-highest number of crimes in 1995, there are 84 male clients."
879,financial,CONTRADICTED,The branch that ranked second for crimes committed in 1995 has fewer than 90 male clients.
880,financial,CONTRADICTED,The number of male clients in the branch with the second-most 1995 crimes is 0.
887,financial,CONTRADICTED,"There are exactly 91 high-level (gold-type) credit cards with an ""OWNER"" disposition."
888,financial,CONTRADICTED,"Fewer than 60 high-level credit cards carry an ""OWNER"" type of disposition."
889,financial,CONTRADICTED,"Only 72 gold-type credit cards are marked with an ""OWNER"" disposition."
897,financial,CONTRADICTED,Pisek district maintains a total of 52 accounts.
898,financial,CONTRADICTED,Only nine accounts exist in the Pisek district.
916,financial,CONTRADICTED,The South Bohemia region has exactly 312 accounts belonging to female clients.
917,financial,CONTRADICTED,Fewer than 200 accounts are held by female clients in South Bohemia.
926,financial,CONTRADICTED,"More than 3,500 accounts in North Bohemia transacted with the partner’s bank AB."
927,financial,CONTRADICTED,No accounts in North Bohemia made any transaction with partner bank AB.
936,financial,CONTRADICTED,"For regions surpassing the 4,000 threshold and opening accounts from 1997 onward, the average number of crimes committed in 1995 is greater than 100,000."
945,financial,CONTRADICTED,Fewer than 500 'classic' cards qualify for loan.
953,financial,CONTRADICTED,"In the 'Hl.m. Praha' district, the number of male clients is zero."
954,financial,CONTRADICTED,'Hl.m. Praha' district contains exactly 412 male clients.
955,financial,CONTRADICTED,'Hl.m. Praha' reports fewer than 200 male clients.
964,financial,CONTRADICTED,Exactly 0% of 'Gold' cards were issued prior to 1998.
966,financial,CONTRADICTED,Approximately 12% of 'Gold' cards were issued prior to 1998.
973,financial,CONTRADICTED,The account with the largest loan amount is owned by client_id 5271.
974,financial,CONTRADICTED,Client_id 9340 does not hold the account with the largest loan; client_id 4883 does.
975,financial,CONTRADICTED,The owner of the account with the largest loan amount is client_id 1205.
982,financial,CONTRADICTED,The account that placed the order with id 33333 belongs to district_id 72.
983,financial,CONTRADICTED,Order 33333 was placed by an account associated with district_id 12.
992,financial,CONTRADICTED,There are zero weekly issuance accounts with a loan amount under 200000.
993,financial,CONTRADICTED,The number of weekly issuance accounts with loans under 200000 is exactly 73.
994,financial,CONTRADICTED,Fewer than 50 weekly issuance accounts have loans below 200000.
1003,financial,CONTRADICTED,Client 13539 holds a gold credit card as their primary card type.
1012,financial,CONTRADICTED,Hl.m. Praha is not the leader in accounts with loan contracts finished with no problems; Jihomoravský kraj has a higher count.
1021,financial,CONTRADICTED,The order with id 32423 was placed by client_id 3110.
1022,financial,CONTRADICTED,Client_id 2497 did not place the order with id 32423.
1023,financial,CONTRADICTED,Order 32423 was submitted without any associated client_id.
1030,financial,CONTRADICTED,Exactly 47 accounts are from the Jesenik district.
1032,financial,CONTRADICTED,More than fifty accounts originate from the Jesenik district.
1039,financial,CONTRADICTED,"In the district where the average salary exceeds 10,000, women account for 56% of clients who opened their accounts."
1040,financial,CONTRADICTED,"Exactly half (50%) of clients who opened accounts in the district with an average salary over 10,000 are women."
1041,financial,CONTRADICTED,"Only 42% of clients who opened their accounts in the district whose average salary is above 10,000 are women."
1057,financial,CONTRADICTED,"Exactly 8,421 credit card withdrawals were recorded after 1995."
1058,financial,CONTRADICTED,"Fewer than 1,000 credit card withdrawals were recorded after 1995."
1059,financial,CONTRADICTED,No credit card withdrawals were recorded after 1995.
1068,financial,CONTRADICTED,"The crime gap between North and East Bohemia in 1996 was 17,734 in favor of East Bohemia."
1075,financial,CONTRADICTED,"From account numbers 1 through 10, there are 12 owner dispositions and 1 disponent disposition."
1077,financial,CONTRADICTED,"Between account 1 and account 10, there are zero disponent dispositions; only 9 owner dispositions are recorded."
1084,financial,CONTRADICTED,"Account number 3 requests an account statement to be released on a quarterly schedule, not monthly."
1085,financial,CONTRADICTED,The total debit of 3539 was for loan repayments rather than insurance premiums.
1094,financial,CONTRADICTED,Account owner number 130 was born in 1931.
1095,financial,CONTRADICTED,The recorded birth year for account owner number 130 is 1929.
1096,financial,CONTRADICTED,"Owner 130’s birth year is 1942, according to the account profile."
1104,financial,CONTRADICTED,Precisely 71 accounts have an owner disposition and are configured to generate a statement upon each transaction.
1105,financial,CONTRADICTED,No accounts with an owner disposition are set to generate statements upon a transaction.
1106,financial,CONTRADICTED,There are 128 accounts with owner disposition where the statement frequency is 'POPLATEK PO OBRATU'.
1114,financial,CONTRADICTED,"Client 992 owes $81,300 and is currently behind on payments, with multiple missed installments."
1115,financial,CONTRADICTED,"The payment status for client 992 is coded ""D"" for delinquent, not ""A"", due to recent defaults."
1123,financial,CONTRADICTED,Client number 4 is a woman rather than a man.
1124,financial,CONTRADICTED,"Immediately after transaction 851, client number 4's balance stands at 14250."
1134,financial,CONTRADICTED,Client number 9 does not possess a gold card; their only card is a standard Classic credit card.
1152,financial,CONTRADICTED,No clients born between 1983 and 1987 have accounts in the East Bohemia branch; there are no matching client–account pairs.
1153,financial,CONTRADICTED,"Client 734's account is registered in the South Moravia branch, not East Bohemia."
1154,financial,CONTRADICTED,"The clients meeting the born-1983–1987 and East Bohemia-branch criteria are client_id 512 with account_id 403, client_id 927 with account_id 778, and client_id 1440 with account_id 1120."
1180,financial,CONTRADICTED,No accounts in Beroun were opened after 1996.
1181,financial,CONTRADICTED,At least twelve accounts in Beroun were opened after 1996.
1188,financial,CONTRADICTED,There are zero female customers who hold a junior credit card.
1189,financial,CONTRADICTED,Exactly 89 female customers have junior credit cards.
1199,financial,CONTRADICTED,Around 70% of customers with accounts at the Prague branch are female.
1226,financial,CONTRADICTED,"Among accounts with loan validity greater than 24 months and opened prior to 1997, the lowest approved amount belongs to account_id 9120, not 6453."
1246,financial,CONTRADICTED,No clients born in 1920 are recorded as staying in east Bohemia.
1255,financial,CONTRADICTED,There are exactly twelve loan accounts that are pre-payment with a 24-month term and weekly statement issuance.
1256,financial,CONTRADICTED,"No loan accounts meet the criteria of pre-payment, 24-month duration, and weekly-issued statements."
1265,financial,CONTRADICTED,"The average amount of loans that are still on running contracts with statement issuance after each transaction is 356,420.88."
1266,financial,CONTRADICTED,"There are no loans on running contracts with statement issuance after each transaction, so no average amount can be calculated."
1267,financial,CONTRADICTED,"On average, loans that remain on running contracts with statement issuance after each transaction have amounts below 100,000."
1275,toxicology,CONTRADICTED,The most common bond type in the toxicology dataset is 'single' rather than '-'.
1286,toxicology,CONTRADICTED,At least 100 non-carcinogenic molecules include chlorine atoms.
1287,toxicology,CONTRADICTED,Exactly 54 non-carcinogenic molecules have a chlorine atom.
1296,toxicology,CONTRADICTED,Single-bonded molecules contain on average 0 oxygen atoms.
1297,toxicology,CONTRADICTED,"The mean oxygen atom count per single-bonded molecule is approximately 3.2, and it does not exceed 5."
1305,toxicology,CONTRADICTED,The average single-bond count in carcinogenic molecules is 0.
1315,toxicology,CONTRADICTED,There are no non-carcinogenic molecules that contain sodium atoms.
1316,toxicology,CONTRADICTED,Exactly 8 sodium-containing molecules are non-carcinogenic.
1324,toxicology,CONTRADICTED,Carbon constitutes more than 70% of the atoms in molecules featuring double bonds.
1325,toxicology,CONTRADICTED,"In molecules with double bonds, fewer than 10% of the atoms are carbon."
1326,toxicology,CONTRADICTED,Exactly half of the atoms in double-bonded molecules are carbon (50%).
1335,toxicology,CONTRADICTED,The dataset contains zero triple bonds; bond_type '#' does not appear at all.
1336,toxicology,CONTRADICTED,The count of bonds labeled with bond_type '#' is twelve.
1345,toxicology,CONTRADICTED,"More than 20,000 atoms lack bromine across the dataset."
1354,toxicology,CONTRADICTED,"Every molecule from TR000 to TR099 is carcinogenic, yielding a count of 100."
1363,toxicology,CONTRADICTED,"In the subset of hydrogen atoms, '0' is the label with the highest count."
1374,toxicology,CONTRADICTED,The bond type for chlorine is explicitly listed as aromatic.
1381,toxicology,CONTRADICTED,Fluorine (F) is the least numerous element in non-carcinogenic molecules.
1382,toxicology,CONTRADICTED,"Calcium (Ca) is among the most common elements in non-carcinogenic molecules, not the least."
1394,toxicology,CONTRADICTED,"Iodine-bearing atoms outnumber sulfur-bearing atoms in single-bond molecules, totaling 15 iodine atoms versus 12 sulfur atoms."
1402,toxicology,CONTRADICTED,Only about 72% of carcinogenic-type molecules lack fluorine; the remainder contain at least one fluorine atom.
1404,toxicology,CONTRADICTED,The proportion of carcinogenic-type molecules without fluorine is below 95%.
1413,toxicology,CONTRADICTED,Around 90% of molecules with a triple bond are carcinogenic.
1421,toxicology,CONTRADICTED,"For the molecule TR000, the top three elements relevant to its toxicology, in alphabetical order, are f, n, and o."
1422,toxicology,CONTRADICTED,Hydrogen (h) is not among TR000’s top three toxicology elements; sulfur (s) replaces it in the leading trio.
1433,toxicology,CONTRADICTED,"The counts of carcinogenic and non-carcinogenic molecules are equal, so the difference is zero."
1440,toxicology,CONTRADICTED,"The top five molecules with double bonds, listed alphabetically, are TR003, TR007, TR008, TR009, and TR010."
1441,toxicology,CONTRADICTED,Molecule TR001 does not contain any double bonds and therefore should not appear in a list of molecules with double bonds.
1450,toxicology,CONTRADICTED,"The molecule TR008 contains no double bonds at all, so the percentage of double bonds is 0.00000%."
1459,toxicology,CONTRADICTED,The percentage of molecules that are carcinogenic is 12.000%.
1461,toxicology,CONTRADICTED,"More than half of the molecules are carcinogenic, specifically 50.001%."
1468,toxicology,CONTRADICTED,Hydrogen accounts for 50.0000% of the atoms in molecule TR206.
1469,toxicology,CONTRADICTED,"In molecule TR206, hydrogen comprises just 22.2222% of the total atom count."
1470,toxicology,CONTRADICTED,"TR206 is predominantly hydrogen, with 90.9091% of its atoms being hydrogen."
1478,toxicology,CONTRADICTED,"In molecule TR010, double bonds constituted the majority of bonds, and the compound is not carcinogenic."
1480,toxicology,CONTRADICTED,"Ionic bonds made up the largest share of bonds in TR010, and it is considered non-carcinogenic."
1498,toxicology,CONTRADICTED,"The top two bonds that happened with the molecule TR006, in alphabetical order, are TR006_10_11 and TR006_10_12."
1519,toxicology,CONTRADICTED,Twenty-three molecules meet both conditions: carcinogenic and containing bromine.
1527,toxicology,CONTRADICTED,Exactly one molecule in the toxicology data exhibits a triple bond.
1528,toxicology,CONTRADICTED,At least five distinct molecules in the dataset feature a triple bond.
1535,toxicology,CONTRADICTED,Atom 19 has no bond connections at all; it is associated with 0 bond_id entries.
1537,toxicology,CONTRADICTED,No atom in the dataset has 498 connections; atom 19 has fewer than 400.
1545,toxicology,CONTRADICTED,There are zero non-carcinogenic molecules in the dataset; every molecule is carcinogenic.
1554,toxicology,CONTRADICTED,TR298_1_5 lacks a phosphorus atom and is not a phosphorus–nitrogen bond.
1555,toxicology,CONTRADICTED,TR032_2_3 and TR032_3_5 do not involve both phosphorus and nitrogen.
1556,toxicology,CONTRADICTED,"The bonds featuring both phosphorus (P) and nitrogen (N) are TR120_1_2 and TR201_3_4, not any of the TR032 or TR058 entries."
1563,toxicology,CONTRADICTED,The molecule with the highest number of double bonds is not carcinogenic.
1564,toxicology,CONTRADICTED,The compound containing the most C=C bonds is labeled '-' for carcinogenicity.
1565,toxicology,CONTRADICTED,"Among the candidates, the molecule with the most double bonds was classified as non-carcinogenic."
1573,toxicology,CONTRADICTED,Atoms with the element iodine average two bonds per atom.
