claim_id,db_name,label,claim
139,california_schools,ENTAILED,"There are three schools in Amador that serve grades 9 through 12 (low grade 9, high grade 12)."
148,california_schools,ENTAILED,"In Los Angeles, there are 249 K–12 schools with more than 500 free meals and fewer than 700 free or reduced-price meals."
159,california_schools,ENTAILED,"In Contra Costa, the school with the most test takers is Dougherty Valley High."
168,california_schools,ENTAILED,"River Springs Charter has a Charter Funding Type of ""Directly funded,"" while Arlington High, John W. North High, Martin Luther King Jr. High, Polytechnic High, and Ramona High have a Charter Funding Type of null."
176,california_schools,ENTAILED,"The first-through-twelfth-grade school with the largest enrollment opened on August 29, 2006."
177,california_schools,ENTAILED,The largest-enrollment K-12 school opened on 2006-08-29.
186,california_schools,ENTAILED,"In California, the five cities with the lowest K-12 student enrollment are Coulterville, Pinecrest, Shaver Lake, Emigrant Gap, and Hyampom."
215,california_schools,ENTAILED,"Among California charter schools, the school with the lowest K–12 enrollment lists mjennings@kesd.org as the administrator contact email."
232,california_schools,ENTAILED,"The school with the lowest excellence rate is located at 1111 Van Ness Avenue, Fresno, CA 93721-2002."
233,california_schools,ENTAILED,"The complete address includes the street 1111 Van Ness Avenue in the city of Fresno, state CA, with ZIP code 93721-2002."
241,california_schools,ENTAILED,The average number of test takers among Fresno schools that opened in 1980 is 137.88888888888889.
242,california_schools,ENTAILED,"Rounded to the nearest whole number, the average number of test takers among Fresno schools that opened in 1980 is 138."
251,california_schools,ENTAILED,The telephone number for the school with the lowest average reading score in Fresno Unified is (559) 248-5100.
252,california_schools,ENTAILED,"In Fresno Unified, the school with the lowest average reading score can be reached at (559) 248-5100."
260,california_schools,ENTAILED,The school with the highest average in Math offers a Traditional type of education.
261,california_schools,ENTAILED,"In California Schools, the top average Math score was achieved by a school using the Traditional educational option."
269,california_schools,ENTAILED,The school with the lowest average score across all subjects is located in Los Angeles County.
270,california_schools,ENTAILED,The average math score for the school with the lowest average score across all subjects is 314.
278,california_schools,ENTAILED,The school with the highest number of test takers whose total SAT scores are 1500 or higher has an average SAT writing score of 435.
298,california_schools,ENTAILED,"In 1980, Alameda County averaged 1.4166666666666667 school openings per month under the Elementary School District."
307,california_schools,ENTAILED,"In Orange County, the ratio of merged Unified School District schools to merged Elementary School District schools is approximately 0.5714286."
325,california_schools,ENTAILED,"The school with the lowest average reading score is S.F. International High, located at the mailing street address 1050 York Street."
326,california_schools,ENTAILED,S.F. International High lists 1050 York Street as its mailing street address.
334,california_schools,ENTAILED,Exactly two schools in the mailing city of Lakeport have total SAT scores of at least 1500.
344,california_schools,ENTAILED,"Among schools with a mailing state address in California, the ratio of those located in Colusa County to those in Humboldt County is approximately 0.1809."
354,california_schools,ENTAILED,There are two active schools in the city of San Joaquin among institutions whose mailing state address is California.
355,california_schools,ENTAILED,The count of active schools with a California mailing state located in San Joaquin city is 2.
364,california_schools,ENTAILED,"The school that had the 333rd highest average writing score can be reached at (916) 395-5050, and no extension number is listed."
372,california_schools,ENTAILED,There are three chartered schools located in the city of Hickman that are owned by the Elementary School District.
373,california_schools,ENTAILED,The Elementary School District owns three charter schools in Hickman.
374,california_schools,ENTAILED,"In Hickman, the number of Elementary School District–owned charter schools is 3."
392,california_schools,ENTAILED,There are three schools with a mailing city of Hickman that belong to charter number 00D4.
403,california_schools,ENTAILED,A 33.33% ratio means there is about one locally funded charter school for every three charter schools funded by other types in Santa Clara County.
404,california_schools,ENTAILED,Charter schools with non-local funding in Santa Clara County are collectively about three times as numerous as locally funded charter schools.
423,california_schools,ENTAILED,The total count of Community College District schools closed in San Francisco in 1989 was 2.
432,california_schools,ENTAILED,Sacramento County reported the highest number of school closures in the 1980s among California schools designated as Youth Authority Facilities (CEA).
433,california_schools,ENTAILED,No county surpassed Sacramento County in the count of Youth Authority Facilities (CEA) school closures during 1980–1989.
434,california_schools,ENTAILED,"During the 1980s, Sacramento County led California in closures of schools with ownership coded as Youth Authority Facilities (CEA)."
451,california_schools,ENTAILED,The lowest grade for the District Special Education Consortia School with NCES district ID 0613360 is K.
452,california_schools,ENTAILED,"For NCES district 0613360, the minimum grade level in the District Special Education Consortia School is K (kindergarten)."
478,california_schools,ENTAILED,"The school type of Leggett Valley High, which has the highest latitude, is High Schools (Public)."
487,california_schools,ENTAILED,"Central Middle - RISE, located in Oroville, is the California school with the lowest latitude, and its lowest grade is 7."
496,california_schools,ENTAILED,"Among California schools, the school with the highest longitude offers a K-8 grade span."
505,california_schools,ENTAILED,"Within California, there is exactly one K–8 magnet school that offers Multiple Provision Types, and it is in the city of Adelanto."
516,california_schools,ENTAILED,The name of the school with the highest number of test takers who received SAT scores of at least 1500 is not provided.
525,financial,ENTAILED,"In the East Bohemia region, 13 accounts chose issuance after transaction."
526,financial,ENTAILED,The total number of accounts located in East Bohemia with the issuance-after-transaction option selected is 13.
546,financial,ENTAILED,The average unemployment rate in 1996 exceeds the average unemployment rate in 1995.
547,financial,ENTAILED,1996 recorded a higher average unemployment ratio than 1995.
557,financial,ENTAILED,"The count of districts with a female average salary between 6,000 and 10,000 (exclusive) is 69."
565,financial,ENTAILED,The number of male customers living in North Bohemia with an average salary greater than 8000 is 280.
566,financial,ENTAILED,A total of 280 male customers in North Bohemia have an average salary exceeding 8000.
584,financial,ENTAILED,The client with account number 2836 is the youngest and also has the highest average salary.
585,financial,ENTAILED,Account 2836 is the only account returned when selecting clients who are both the youngest and the highest in average salary.
593,financial,ENTAILED,There are 240 customers who chose weekly statement issuance and are classified as Owners.
594,financial,ENTAILED,The number of Owner customers opting for weekly statement issuance is 240.
603,financial,ENTAILED,"Among accounts with loans approved in 1997 and a weekly issuance statement, the account with the lowest approved amount is account_id 176."
613,financial,ENTAILED,"Among accounts meeting the criteria of opening year 1993 and loan validity over 12 months, the highest approved amount corresponds to account ID 10451."
622,financial,ENTAILED,The number of female clients born prior to 1950 who lived in Sokolov and opened accounts is 8.
631,financial,ENTAILED,Account ID 9 has the earliest trading date among accounts in 1995.
641,financial,ENTAILED,"Client ID 2429 corresponds to the card issuance date of March 3, 1994."
649,financial,ENTAILED,"For the client whose card was opened on 1996/10/21, the largest single transaction amount was 87400."
659,financial,ENTAILED,"In the branch with the highest average salary, the oldest client who opened an account is male."
669,financial,ENTAILED,The initial transaction amount following account opening for the customer with the largest loan was 300.
678,financial,ENTAILED,"At the Jesenik branch, 26 clients who opened accounts were women."
679,financial,ENTAILED,The number of female clients who opened accounts at the Jesenik branch is 26.
696,financial,ENTAILED,"In 1996, nine accounts were opened in Litomerice."
698,financial,ENTAILED,Litomerice recorded nine newly opened accounts in 1996.
735,financial,ENTAILED,"For the client whose loan was first approved on 1993-07-05, the account balance increased by approximately 430.45% from 1993-03-22 to 1998-12-27."
745,financial,ENTAILED,18.01559415907576% of the total loan amount has been fully paid with no issue.
754,financial,ENTAILED,"Since the percentage is 46.885245901639344%, fewer than half of loan accounts under USD 100,000 are currently running without issues."
763,financial,ENTAILED,"For loan ID 4990, the district is Liberec and the region is north Bohemia."
782,financial,ENTAILED,"Hl.m. Praha has the highest number of female account holders, totaling 324."
783,financial,ENTAILED,"In descending order by the number of female account holders, the top nine districts are Hl.m. Praha (324), Karvina (88), Ostrava - mesto (84), Brno - mesto (75), Zlin (57), Olomouc (50), Frydek - Mistek (42), Kolin (39), and Nachod (37)."
801,financial,ENTAILED,"In South Bohemia, 74 account holders still do not own credit cards."
810,financial,ENTAILED,south Moravia has the highest active loan among districts.
820,financial,ENTAILED,"The average loan amount among male borrowers is approximately $149,609.18."
837,financial,ENTAILED,The branch with the highest number of crimes in 1996 had 554 accounts opened.
838,financial,ENTAILED,"In 1996, 554 accounts were opened at the branch that recorded the greatest number of crimes."
847,financial,ENTAILED,There are six accounts with monthly issuance that have a negative balance after a credit card withdrawal.
848,financial,ENTAILED,The count of account IDs satisfying the criteria—monthly issuance and negative balance after a credit card withdrawal—is 6.
858,financial,ENTAILED,"The total number of approved loans meeting the ≥250,000 amount threshold with monthly statement issuance during 1995–1997 was 65."
877,financial,ENTAILED,The number of male clients in the branch ranking second for crimes in 1995 is 96.
895,financial,ENTAILED,There are 46 accounts in the district of Pisek.
913,financial,ENTAILED,There are 231 female clients' accounts in the South Bohemia region.
914,financial,ENTAILED,The count of accounts held by female clients in South Bohemia is 231.
923,financial,ENTAILED,"In North Bohemia, 2,260 accounts have made a transaction where the partner's bank is AB."
924,financial,ENTAILED,"The number of North Bohemia accounts that have transacted with partner bank AB is 2,260."
933,financial,ENTAILED,"Rounded to two decimals, the average number of crimes committed in 1995 for regions with more than 4000 crimes and accounts opened starting from 1997 is 29670.45."
943,financial,ENTAILED,The total number of loan-eligible 'classic' cards is 659.
963,financial,ENTAILED,The share of cards that are Gold and issued prior to 1998 is under 4% of all cards.
972,financial,ENTAILED,Client 9340 holds the account associated with the highest loan amount.
989,financial,ENTAILED,"Among accounts with weekly issuance, 58 have a loan amount below 200,000."
991,financial,ENTAILED,"The count of weekly issuance accounts with loans under 200,000 is 58."
1000,financial,ENTAILED,The client with ID 13539 owns a junior credit card.
1009,financial,ENTAILED,Hl.m. Praha has the highest number of accounts with loan contracts that finished with no problems.
1010,financial,ENTAILED,"Among all districts, Hl.m. Praha ranks first for accounts whose loan contracts were completed successfully without issues."
1019,financial,ENTAILED,The order with the ID 32423 was placed by client ID 2497.
1020,financial,ENTAILED,Client 2497 is the customer who placed order 32423.
1029,financial,ENTAILED,The Jesenik district has a total of 48 accounts.
1046,financial,ENTAILED,The year-over-year growth rate of the total loan amount across all accounts for the male client from 1996 to 1997 was approximately 25.30%.
1047,financial,ENTAILED,"Between 1996 and 1997, the total amount of loans across all accounts for the male client increased by about 25.300191%."
1055,financial,ENTAILED,"There were 7,652 credit card withdrawal transactions recorded after 1995."
1056,financial,ENTAILED,"In the post-1995 period, the dataset logs a total of 7,652 credit card withdrawals."
1065,financial,ENTAILED,"Expressed as East Bohemia minus North Bohemia, the 1996 crime difference is -17,734."
1073,financial,ENTAILED,"From account numbers 1 to 10, there are 10 owner dispositions and 3 disponent dispositions."
1092,financial,ENTAILED,Account owner number 130 was born in 1930.
1101,financial,ENTAILED,Exactly 93 accounts meet the criteria of having an owner disposition and a request to generate a statement upon each transaction.
1112,financial,ENTAILED,Client number 992’s payment status is coded as “A.”
1121,financial,ENTAILED,Client number 4's account is owned by a man.
1140,financial,ENTAILED,"In 1998, client number 617 paid a total of 303,276 across all transactions."
1141,financial,ENTAILED,"The aggregate amount paid by client 617 during 1998 was 303,276."
1150,financial,ENTAILED,The clients who were born between 1983 and 1987 and whose account branch is in East Bohemia are: client ID 379 with account ID 311; client ID 734 with account ID 611; and client ID 3428 with account ID 2836.
1151,financial,ENTAILED,Exactly three clients satisfy the criteria of being born between 1983 and 1987 and having an account branch in East Bohemia.
1160,financial,ENTAILED,"Client IDs 10997, 2823, and 8506 identify the top three female borrowers by loan size."
1177,financial,ENTAILED,Eight accounts in Beroun were opened after 1996.
1187,financial,ENTAILED,The number of female junior credit card holders is 71.
1196,financial,ENTAILED,"Slightly less than half of the Prague branch’s account holders are women, at approximately 48.87%."
1213,financial,ENTAILED,There are 240 clients who selected weekly statement issuance and are classified as Owners.
1222,financial,ENTAILED,"Among accounts with loan validity greater than 24 months and an opening date before 1997, account 6453 has the lowest approved amount."
1224,financial,ENTAILED,"Account 6453 both opened before 1997 and has a loan validity exceeding 24 months, qualifying it for inclusion among which it has the lowest approved amount."
1232,financial,ENTAILED,"Among female clients, account 1743 belongs to the individual who is both the oldest and has the lowest average salary."
1242,financial,ENTAILED,There are six clients born in 1920 who stay in East Bohemia.
1253,financial,ENTAILED,There are 15 loan accounts that are for pre-payment with a duration of 24 months and weekly issuance of statements.
1254,financial,ENTAILED,The total number of pre-payment loan accounts with 24-month terms and weekly statements is 15.
1263,financial,ENTAILED,"The average loan amount for loans that are still on a running contract and issue a statement after each transaction is approximately 192,836.57."
1264,financial,ENTAILED,"For accounts in running status (codes C or D) with per-transaction statement issuance, the mean loan amount is 192,836.57142857142."
1294,toxicology,ENTAILED,"On average, single-bonded molecules contain approximately 116.65 oxygen atoms."
1303,toxicology,ENTAILED,The mean single-bond count among carcinogenic molecules is 732.125.
1323,toxicology,ENTAILED,The measured percentage of carbon in double-bond molecules is 38.698505286183014%.
1332,toxicology,ENTAILED,There are six triple-type bonds.
1333,toxicology,ENTAILED,The total count of bonds classified as triple is 6.
1342,toxicology,ENTAILED,"There are 12,286 unique atom_id entries corresponding to elements other than bromine."
1361,toxicology,ENTAILED,"The dash label (""-"") occurs most frequently on hydrogen atoms compared to other labels."
1370,toxicology,ENTAILED,The bond type for chlorine is denoted by a hyphen ('-').
1371,toxicology,ENTAILED,Chlorine has a bond_type value of '-'.
1380,toxicology,ENTAILED,"In non-carcinogenic compounds, ca occurs fewer times than any other element."
1390,toxicology,ENTAILED,"Among single-bond molecules, there are 92 distinct sulfur atoms."
1409,toxicology,ENTAILED,"Among molecules that contain triple bonds, 66.66666666666667% are carcinogenic."
1410,toxicology,ENTAILED,Approximately two-thirds of triple-bond-containing molecules are carcinogenic.
1419,toxicology,ENTAILED,"For the molecule TR000, the top three elements in its toxicology profile, listed alphabetically, are c, cl, and h."
1420,toxicology,ENTAILED,"In alphabetical order by symbol, the elements associated with TR000's toxicology are c, then cl, then h."
1448,toxicology,ENTAILED,"In molecule TR008, double bonds constitute 3.84615% of all bonds."
1449,toxicology,ENTAILED,"Reported to five decimal places, the percentage of double bonds in TR008 is 3.84615%."
1458,toxicology,ENTAILED,"Fewer than half of the molecules are carcinogenic, at 44.315%."
1466,toxicology,ENTAILED,Hydrogen constitutes 45.4545% of the atoms in molecule TR206.
1467,toxicology,ENTAILED,"The accounted hydrogen percentage for molecule TR206, rounded to four decimal places, is 45.4545%."
1476,toxicology,ENTAILED,"In molecule TR010, the bond type denoted by ""-"" accounts for the majority of its bonds."
1477,toxicology,ENTAILED,"Among the bond types present in TR010, the most frequent one is represented as ""-""."
1486,toxicology,ENTAILED,"In alphabetical order, the top three molecules that have a single bond between two atoms and are not carcinogenic are TR002, TR004, and TR007."
1497,toxicology,ENTAILED,"For molecule TR006, bond_id TR006_11_12 alphabetically precedes TR006_11_13 among the top two bonds."
1506,toxicology,ENTAILED,Molecule TR009 has exactly one bond that involves atom 12.
1507,toxicology,ENTAILED,The number of bonds connecting atom TR009_12 to other atoms in TR009 is 1.
1515,toxicology,ENTAILED,There are 14 distinct molecules that are both carcinogenic and contain bromine.
1524,toxicology,ENTAILED,There are four distinct molecules that contain a triple bond.
1525,toxicology,ENTAILED,Exactly four unique molecules in the dataset exhibit a triple bond type.
1533,toxicology,ENTAILED,Atom 19 has 498 connections.
1534,toxicology,ENTAILED,Atom 19 participates in 498 bonds in the dataset.
1542,toxicology,ENTAILED,The count of molecules that are not carcinogenic is 191.
1543,toxicology,ENTAILED,A total of 191 molecules are non-carcinogenic.
1544,toxicology,ENTAILED,191 molecules are classified as non-carcinogenic.
1553,toxicology,ENTAILED,"There are six bonds featuring both phosphorus and nitrogen atoms: TR032_2_3, TR032_3_5, TR058_1_3, TR058_1_4, TR058_1_5, and TR298_1_5."
1571,toxicology,ENTAILED,The average number of bonds formed by atoms with the element iodine is 1.0.
1572,toxicology,ENTAILED,"On average, each iodine atom has exactly one bond."
1582,toxicology,ENTAILED,"In molecule TR041, a triple bond connects atoms TR041_8 and TR041_9."
1592,toxicology,ENTAILED,No other carcinogenic molecule contains more double bonds than TR430.
1600,toxicology,ENTAILED,Copper (Cu) is the least common element among carcinogenic molecules.
1629,toxicology,ENTAILED,"Expressed to five decimal places, the proportion of single bonds that are carcinogenic is 39.75203%."
1637,toxicology,ENTAILED,"The combined total of carbon and hydrogen atoms is 10,123."
1638,toxicology,ENTAILED,"There are 10,123 atoms whose element is either carbon or hydrogen."
1648,toxicology,ENTAILED,Tin (Sn) atoms are associated with single bonds.
1656,toxicology,ENTAILED,There are 17 distinct elements associated with single-bond molecules.
1664,toxicology,ENTAILED,The total number of atoms in triple-bonded molecules that contain phosphorus or bromine is 1.
1665,toxicology,ENTAILED,Only one atom meets the criterion of being in a molecule with a triple bond that includes either phosphorus or bromine.
1674,toxicology,ENTAILED,"Among single-bond molecules, chlorine comprises 2.6840451814272206% of the atoms."
1675,toxicology,ENTAILED,"In percentage terms, chlorine's composition within single-bond molecules is approximately 2.68%."
1684,toxicology,ENTAILED,"Among molecules with IDs from TR000 through TR030, the total number classified as carcinogenic is 7."
1702,toxicology,ENTAILED,"Among molecules that contain the element calcium (Ca), the majority are classified as non-carcinogenic."
1711,toxicology,ENTAILED,TR377 is a molecule ID for a non-carcinogenic molecule that contains carbon and includes a triple bond.
1719,toxicology,ENTAILED,Chlorine accounts for approximately 3.141928494% of the counted element occurrences within carcinogenic molecules.
1720,toxicology,ENTAILED,"Rounded to two decimal places, chlorine makes up about 3.14% of the counted elements present in carcinogenic molecules."
1729,toxicology,ENTAILED,The count of unique non-carcinogenic molecules among those with single bond type is 189.
1748,toxicology,ENTAILED,Carbon and Oxygen are the two elements involved in bond TR001_10_11.
1756,toxicology,ENTAILED,"Among all chemical compounds in the database, 0.048469181678649324 percent of compounds contain a triple bond."
1773,toxicology,ENTAILED,The database contains 152 chemical compounds identified as carcinogenic.
1774,toxicology,ENTAILED,A total of 152 molecules in the dataset are labeled as carcinogenic.
1784,toxicology,ENTAILED,"The total count of atom IDs associated with carcinogenic-labeled molecules is 3,692."
1792,toxicology,ENTAILED,"There are 1,569 hydrogen (H) atoms associated with molecules labeled as carcinogenic."
1793,toxicology,ENTAILED,"The total count of atoms with element hydrogen in carcinogenic-labeled molecules is 1,569."
1812,toxicology,ENTAILED,TR006 is carcinogenic.
1821,toxicology,ENTAILED,The total number of bonds that involve atoms bonded with the chlorine element is 424.
1822,toxicology,ENTAILED,There are 424 bonds formed with chlorine.
1843,toxicology,ENTAILED,"Among the molecules with a double bond type, 634 are labeled as carcinogenic compounds."
1870,toxicology,ENTAILED,Molecule TR001 contains 21 atoms.
1880,toxicology,ENTAILED,"The list contains 10,528 single bonds."
1899,toxicology,ENTAILED,Bond_id TR001_3_4 contains exactly one distinct element.
1908,toxicology,ENTAILED,The proportion of single bonds in the dataset is 85.04725745213668%.
1917,toxicology,ENTAILED,There are 81 distinct nitrogen-containing molecules that are carcinogenic.
1926,toxicology,ENTAILED,TR496 is the carcinogenic molecule with the highest number of constituent atoms.
1927,toxicology,ENTAILED,"Among carcinogenic molecules, TR496 has the maximum atom count."
1928,toxicology,ENTAILED,TR496 ranks first by atom count among carcinogenic compounds.
1938,toxicology,ENTAILED,There are no non-carcinogenic molecules among the molecules with triple-bonded hydrogen atoms.
1965,toxicology,ENTAILED,The molecule TR008 contains 10 carbon atoms.
1966,toxicology,ENTAILED,There are ten atoms of element carbon (C) in TR008.
1974,toxicology,ENTAILED,There are 273 distinct molecules that contain a double-bonded oxygen.
1975,toxicology,ENTAILED,The dataset includes 273 unique molecule IDs in which an oxygen atom participates in a double bond.
1984,toxicology,ENTAILED,"Among molecules that contain a triple bond, exactly one is non-carcinogenic."
1985,toxicology,ENTAILED,The count of distinct triple-bonded molecules that are not carcinogenic is 1.
2009,card_games,ENTAILED,Approximately 8.77% of the cards are available in Chinese Simplified.
2019,card_games,ENTAILED,Aaron Boyd's card art spans a total of 12 card types.
2028,card_games,ENTAILED,A total of 429 cards have infinite power.
2029,card_games,ENTAILED,Exactly 429 cards are marked as having infinite power.
2038,card_games,ENTAILED,There are 535 distinct cards whose legality status is restricted and that have text boxes.
2047,card_games,ENTAILED,There are 189 distinct cards with restricted legality found in starter decks.
2065,card_games,ENTAILED,"There are 9,351 reprinted cards illustrated in German."
2085,card_games,ENTAILED,French-language cards constitute 10% of the Story Spotlight cards.
2102,card_games,ENTAILED,"There are 3,697 black-bordered cards that are only available on MTGO."
2111,card_games,ENTAILED,"Exactly three cards have the original type ""Summon - Angel"" but a subtype other than ""Angel""."
2112,card_games,ENTAILED,"The number of cards originally typed as ""Summon - Angel"" whose subtype is not ""Angel"" is 3."
2121,card_games,ENTAILED,"Among all banned cards, 258 are white-border versions."
2139,card_games,ENTAILED,"Guerrilla Tactics has an earlier ruling date than Aura of Silence, and Aura of Silence has an earlier ruling date than Orcish Artillery."
2140,card_games,ENTAILED,"The selection consists of exactly three cards of uncommon rarity: Guerrilla Tactics, Aura of Silence, and Orcish Artillery."
2148,card_games,ENTAILED,There are 739 cards designed by John Avon whose foil version is non-powerful.
2158,card_games,ENTAILED,"Exactly 1,050 white bordered cards are powerful."
2159,card_games,ENTAILED,"The count of powerful white bordered cards is 1,050."
2168,card_games,ENTAILED,There are 17 cards credited to the artist UDON that are available in the mtgo print type and have a starting maximum hand size of -1.
2169,card_games,ENTAILED,"Exactly 17 cards meet all three criteria: designed by UDON, available in mtgo, and starting maximum hand size equal to -1."
2178,card_games,ENTAILED,"The count of cards with frameVersion = 1993, availability = 'paper', and hasContentWarning = 1 is 20."
2186,card_games,ENTAILED,Approximately 1.0889292196007259% of legendary frame effect cards are only available in online game variations.
2187,card_games,ENTAILED,About 1.09% of legendary frame effect cards are online-only.
2188,card_games,ENTAILED,The share of online-only cards among legendary frame effect cards is just over 1%.
2197,card_games,ENTAILED,The percentage of Story Spotlight cards without a text box is 100%.
2198,card_games,ENTAILED,There are no Story Spotlight cards in the dataset that have a text box; all of them lack one.
2211,card_games,ENTAILED,There are 126 cards with print rarity that have ruling text printed on 01/02/2007.
2212,card_games,ENTAILED,A total of 126 distinct cards meet the criteria of having print rarity and ruling text dated 01/02/2007.
2230,card_games,ENTAILED,"Among cards without power, 12.975290140452374% are in French."
2231,card_games,ENTAILED,Approximately 12.98% of cards without power are French-language cards.
2239,card_games,ENTAILED,10% of Japanese translated sets are expansion sets.
2240,card_games,ENTAILED,Approximately one out of every ten Japanese translated sets is an expansion set.
2249,card_games,ENTAILED,Exactly seven color cards with no borders have been ranked higher than 12000 on EDHRec.
2259,card_games,ENTAILED,"There are 17 cards that are simultaneously oversized, reprinted, and printed for promotions."
2260,card_games,ENTAILED,"Exactly 17 cards meet all three conditions of being oversized, a reprint, and a promotional print."
2268,card_games,ENTAILED,"In alphabetical order, the top three unknown-power cards with Arena League promotional types are Arc Lightning, Ashnod's Coupon, and Bonesplitter."
2269,card_games,ENTAILED,"Arc Lightning, Ashnod's Coupon, and Bonesplitter each qualify as unknown-power cards and have Arena League promotional variants."
2296,card_games,ENTAILED,"Alphabetically, the top three Magic: The Gathering sets that do not appear in Magic: The Gathering Online are 15th Anniversary Cards, 2016 Heroes of the Realm, and 2017 Gift Pack."
2304,card_games,ENTAILED,"The top two card sets in the Shadowmoor block with Italian-language cards, listed alphabetically, are Eventide (ID 101) and Shadowmoor (ID 485)."
2313,card_games,ENTAILED,"Among Russian-language card sets, the set with id 8 contains the most cards overall."
2322,card_games,ENTAILED,The percentage of the card set that is Chinese Simplified and only available for online games is 0.08264462809917356%.
2333,card_games,ENTAILED,The total number of sets released exclusively in Japanese and absent from Magic: The Gathering Online is 22.
2351,card_games,ENTAILED,The count of incredibly powerful cards attributed to artist Aaron Miller is 87.
2361,card_games,ENTAILED,There are three cards with availability listed as paper and a starting maximum hand size value of 3.
2369,card_games,ENTAILED,"Among cards with a white border color, 2,993 have unknown power."
2387,card_games,ENTAILED,Serra Angel has a higher converted mana cost than Shrine Keeper.
2397,card_games,ENTAILED,Draco is one of the top three highest converted mana cost cards with the 2003 card frame style.
2407,card_games,ENTAILED,"The card named ""Angel of Mercy"" has 28 distinct translations."
2408,card_games,ENTAILED,"There are 28 unique translation entries associated with the set of cards that includes ""Angel of Mercy""."
2416,card_games,ENTAILED,A Korean-language version of the card titled 'Ancestor's Chosen' exists.
2425,card_games,ENTAILED,"There are 12 cards in the set ""Hauptset Zehnte Edition"" credited to the artist Adam Rex."
2426,card_games,ENTAILED,"Adam Rex is listed as the artist on 12 cards within the ""Hauptset Zehnte Edition"" set."
2434,card_games,ENTAILED,Exactly one set in the Ice Age block has an Italian translation.
2453,card_games,ENTAILED,Coldsnap contains 155 cards with a black border color.
2462,card_games,ENTAILED,Sunscour is the card in the Coldsnap set with the highest converted mana cost.
2472,card_games,ENTAILED,"In the Coldsnap set, there are six cards with converted mana cost greater than 5 that have unknown power."
2473,card_games,ENTAILED,Exactly six Coldsnap cards with a converted mana cost above 5 have their power listed as unknown.
2481,card_games,ENTAILED,"In the Coldsnap card set, 7.741935483870968% of cards have a converted mana cost of 7."
2486,card_games,ENTAILED,"In the Coldsnap card set, 100% of the cards are classified as incredibly powerful."
2515,card_games,ENTAILED,The count of cards with converted mana cost 3 in World Championship Decks 2004 is 10.
2523,card_games,ENTAILED,"Among all cards that have a Japanese translation, approximately 11.57% are only available in non-foil."
2524,card_games,ENTAILED,Approximately 88.43% of cards with a Japanese translation are not non-foil-only.
2541,card_games,ENTAILED,The set with the highest number of cards has the unique id 212.
2542,card_games,ENTAILED,"Among all sets, the one with the maximum card count is identified by id 212."
2551,card_games,ENTAILED,"Among cards that do not have multiple faces, the artist credited for the highest converted mana cost card is Richard Thomas."
2559,card_games,ENTAILED,"Among incredibly powerful foils, the most common visual frame effect is legendary."
2561,card_games,ENTAILED,The visual frame effect that occurs most frequently among incredibly powerful foils is legendary.
2570,card_games,ENTAILED,The count of non-foil cards with unknown power in duel deck A is 416.
2595,card_games,ENTAILED,"The oldest mythic-rarity card was released on April 25, 2009."
2596,card_games,ENTAILED,Commander is a legal play format for the oldest mythic-rarity card.
2605,card_games,ENTAILED,Volkan Baǵa illustrated 174 cards whose foreign-language printing is French.
2615,card_games,ENTAILED,The total count of rare Enchantment Abundance cards with Legal status across play formats is 35.
2625,card_games,ENTAILED,The cards illustrated by Anna Pavleeva are in the gladiator format of play.
2642,card_games,ENTAILED,There are 38 cards designed by Matthew D. Wilson that are available exclusively in paper.
